iteration,operator,accepted,feasible_fast,weighted_tardiness,makespan_s,energy_kwh,sortie_count,best_weighted_tardiness
36,insert_service,True,True,573299.0428357725,16729.187072563775,99.28953853778893,33,573299.0428357725
37,two_opt,False,True,581654.3900339581,16460.14956619146,99.29806110129405,33,573299.0428357725
38,swap_boxes,False,True,759066.7641535056,18149.31235144687,100.28757055560769,33,573299.0428357725
39,insert_service,False,True,768875.1247084166,17996.241402738404,98.83586975760639,31,573299.0428357725
40,insert_service,False,True,632958.3669387167,16485.34493088993,97.01991043834605,32,573299.0428357725
41,priority_order,False,True,688123.2404265265,15987.301290554056,99.28953853778893,33,573299.0428357725
42,priority_order,False,True,702981.6188569209,17018.914635054614,99.28953853778893,33,573299.0428357725
43,change_model,False,True,1060873.2204799124,17871.637055165716,94.56846247236827,28,573299.0428357725
44,priority_order,False,True,803448.0275810699,16481.03942097139,99.28953853778893,33,573299.0428357725
45,remove_reinsert,False,True,643266.2308736928,16193.694999833862,99.28953853778893,33,573299.0428357725
46,reorder,False,True,608375.1732471534,16467.64955327477,99.15011862781915,33,573299.0428357725
47,insert_service,False,True,1022097.4814697565,17832.520568120588,94.56846247236827,28,573299.0428357725
48,reorder,False,True,642589.4849902722,16220.959060950396,99.15011862781915,33,573299.0428357725
49,reorder,False,True,627305.8018510678,16373.047899418447,99.28953853778893,33,573299.0428357725
50,change_model,True,True,397170.36053311854,15658.314380287535,98.58822872532154,33,397170.36053311854
51,merge,False,True,404819.0093234593,16352.509496691442,98.5746248817761,32,397170.36053311854
52,priority_order,True,True,347578.11492529616,15619.507586313906,98.58822872532154,33,347578.11492529616
53,merge,False,True,384093.4328881778,15775.629600760909,98.58822872532154,33,347578.11492529616
54,remove_reinsert,False,True,384373.797443475,15540.753762916089,98.58822872532154,33,347578.11492529616
55,merge,False,True,772135.0008256738,17532.051301385756,99.75510019020106,32,347578.11492529616
56,remove_reinsert,False,True,541357.3182381723,16252.57191780572,98.44880881535177,33,347578.11492529616
57,merge,False,True,427401.1722010018,15658.314380287535,98.58822872532154,33,347578.11492529616
58,merge,False,True,512136.43872187095,15515.833611278644,97.13150072482652,32,347578.11492529616
59,merge,False,True,1115203.108363282,18014.780762397506,94.50165918162594,28,347578.11492529616
60,swap_boxes,True,True,322163.10935292585,15775.629600760909,98.58822872532154,33,322163.10935292585
61,change_model,False,True,994754.8532624319,18026.8782986433,94.50165918162594,28,322163.10935292585
62,reorder,False,True,587884.9078853496,16213.09472612373,96.99208081485676,32,322163.10935292585
63,split,False,True,430202.1623855595,15322.692286378073,99.3426630981324,33,322163.10935292585
64,remove_reinsert,False,True,376128.88061754324,15907.317684319578,98.58822872532154,33,322163.10935292585
65,split,False,True,540788.1991980596,15148.462968384794,100.23236632198567,34,322163.10935292585
66,priority_order,False,True,429545.0357714526,16226.75780656845,99.3426630981324,33,322163.10935292585
67,reorder,False,True,543767.256166993,16133.341157036164,98.44880881535177,33,322163.10935292585
68,relocate_box,False,True,593891.7614175712,15800.294022860706,98.58822872532154,33,322163.10935292585
69,priority_order,False,True,462053.087849661,15502.646407125818,100.23236632198567,34,322163.10935292585
70,two_opt,False,True,461761.07798824774,15453.911971362717,98.59675128882667,33,322163.10935292585
71,insert_service,False,True,840037.0245276713,15335.46382586839,97.08926405344391,32,322163.10935292585
72,remove_reinsert,False,True,486867.9986385731,15646.746815858514,98.44880881535177,33,322163.10935292585
73,split,False,True,458434.69202454627,15111.090583950594,100.34411072836924,34,322163.10935292585
74,swap_boxes,False,True,500003.791894448,15624.017692273932,98.58822872532154,33,322163.10935292585
75,merge,False,True,362461.4890275706,15567.147487281103,98.58822872532154,33,322163.10935292585
76,remove_reinsert,False,True,517542.9955483573,15423.48285013865,98.58822872532154,33,322163.10935292585
77,priority_order,False,True,765823.1493808046,18210.57558869679,97.17059575538451,31,322163.10935292585
78,swap_boxes,False,True,352617.2546327704,15528.062217701798,99.64722118026086,33,322163.10935292585
79,remove_reinsert,False,True,393064.8621993837,15796.564291740699,99.15723477669266,33,322163.10935292585
80,change_model,False,True,438042.67404172913,15177.506378549884,98.5746248817761,32,322163.10935292585
81,priority_order,False,True,1115637.3297531072,18336.722447741584,94.56846247236827,28,322163.10935292585
82,change_model,False,True,454628.3309850162,14859.226494176186,97.87520433043987,33,322163.10935292585
83,remove_reinsert,False,True,451081.39207697654,15836.994691199552,98.58822872532154,33,322163.10935292585
84,swap_boxes,False,True,490944.69477508933,15428.401115381945,98.58822872532154,33,322163.10935292585
85,remove_reinsert,False,True,474390.53940338193,15467.139050330998,98.59675128882667,33,322163.10935292585
86,swap_boxes,False,True,461483.8625188818,14789.422231817887,97.87520433043987,33,322163.10935292585
87,insert_service,False,True,363361.23731535,15229.574428604627,98.58822872532154,33,322163.10935292585
88,relocate_box,False,True,666752.4630297761,16107.48118220271,102.08045916479733,33,322163.10935292585
89,swap_boxes,False,True,524505.5668414667,15460.075700265685,100.47845696799783,33,322163.10935292585
90,relocate_box,False,True,401003.41706472175,16124.771663858899,98.58822872532154,33,322163.10935292585
91,insert_service,False,True,435847.5015967033,16376.958978283603,98.58822872532154,33,322163.10935292585
92,priority_order,False,True,415214.91029630974,15378.196618839875,98.58822872532154,33,322163.10935292585
93,change_model,True,True,272821.79954749765,15027.368168600184,97.37709879352342,33,272821.79954749765
94,split,False,True,403088.946444122,15093.374246436319,98.23235961404274,34,272821.79954749765
95,change_model,False,True,302490.2355487574,15242.021960103006,97.75262030429273,33,272821.79954749765
96,move_partial,False,True,287550.18378945434,16127.015522547284,97.37709879352342,33,272821.79954749765
97,priority_order,False,True,484785.5415435358,15286.844053004026,98.5746248817761,32,272821.79954749765
98,priority_order,True,True,238116.8586741536,14804.10873669437,97.37709879352342,33,238116.8586741536
99,two_opt,False,True,398486.58680827,15317.012346120662,97.38562135702853,33,238116.8586741536
100,swap_boxes,False,True,358947.448910363,14722.68678310002,98.66754799931675,33,238116.8586741536
101,merge,False,True,241509.8914747107,14734.540161590448,97.37709879352342,33,238116.8586741536
102,merge,False,True,489849.25117118005,14862.182056874195,96.95300148496933,32,238116.8586741536
103,two_opt,False,True,293076.6221404635,15469.248530020192,97.38562135702853,33,238116.8586741536
104,swap_boxes,False,True,1039210.4275333224,18014.780762397506,94.56846247236827,28,238116.8586741536
105,swap_boxes,False,True,357233.89584911393,14943.714332079522,97.37709879352342,33,238116.8586741536
106,split,False,True,902594.5370712064,19168.71703042423,100.13254006418471,32,238116.8586741536
107,priority_order,False,True,242207.7672437299,15506.83062335629,97.37709879352342,33,238116.8586741536
108,swap_boxes,False,True,294749.1829240232,16044.72063605733,100.2552685355313,33,238116.8586741536
109,reorder,False,True,307385.80057301343,15153.776730168383,97.23767888355364,33,238116.8586741536
110,swap_boxes,False,True,444477.26170363463,15358.98237099987,98.17549972031662,33,238116.8586741536
111,remove_reinsert,False,True,276885.24716001545,14508.57987926768,97.37709879352342,33,238116.8586741536
112,change_model,False,True,462145.6170275389,15842.581917083533,98.9139231058147,33,238116.8586741536
113,change_model,False,True,560569.0238360239,16367.733547233427,99.71172373832569,33,238116.8586741536
114,two_opt,False,True,275020.333121339,14755.630805068913,97.38562135702853,33,238116.8586741536
115,swap_boxes,False,False,264107.90559228737,14715.863506759748,100.47036728679059,33,238116.8586741536
116,remove_reinsert,False,True,256268.3796899884,14646.825911398824,97.37709879352342,33,238116.8586741536
117,reorder,False,True,721494.5119243393,17460.568960832654,98.83586975760639,31,238116.8586741536
118,insert_service,True,True,221634.2388663653,14671.068515384564,97.37709879352342,33,221634.2388663653
119,insert_service,False,True,354248.63372208126,15265.598747998742,97.37709879352342,33,221634.2388663653
120,merge,False,False,802186.193669021,16417.771435029375,99.20836704201868,31,221634.2388663653
121,priority_order,False,True,1143927.4534270698,17873.646742987974,94.56846247236827,28,221634.2388663653
122,remove_reinsert,False,True,320912.10157927294,14835.009833023585,97.37709879352342,33,221634.2388663653
123,swap_boxes,False,True,230054.8888998335,14721.945166209953,98.59166567742488,33,221634.2388663653
124,two_opt,False,True,457638.09972461447,15861.896262176928,98.58314744528121,32,221634.2388663653
125,swap_boxes,False,True,345562.46493588056,14257.180698585897,97.34671680747118,33,221634.2388663653
126,merge,False,True,239713.76774973795,15221.015095798499,97.37709879352342,33,221634.2388663653
127,remove_reinsert,False,True,308584.66772432515,14885.374287933273,97.37709879352342,33,221634.2388663653
128,merge,False,True,1148485.3884635728,18816.991154430354,94.50165918162594,28,221634.2388663653
129,reorder,False,True,1115264.7655601588,18044.873216592045,94.45453875176725,28,221634.2388663653
130,remove_reinsert,False,True,286225.2651007981,14508.796302635626,97.38562135702853,33,221634.2388663653
131,merge,False,True,1484806.9658545246,18016.87353795668,93.96004025084613,27,221634.2388663653
132,priority_order,False,True,308342.99199203623,14787.869888356778,97.34671680747118,33,221634.2388663653
133,move_partial,False,True,263613.9201855456,14487.78134764462,97.37709879352342,33,221634.2388663653
134,reorder,False,True,990700.2710929544,17373.058696939028,94.61222693842576,28,221634.2388663653
135,relocate_box,False,True,599775.2049664307,14812.737849722482,99.60671240807122,33,221634.2388663653
136,split,False,True,1057200.6185947007,18816.991154430354,94.56846247236827,28,221634.2388663653
137,remove_reinsert,False,True,265042.35047282156,14791.874392945521,97.37709879352342,33,221634.2388663653
138,change_model,False,True,396554.73937295383,15956.388039597381,98.17284476780783,33,221634.2388663653
139,merge,False,True,277080.8379069402,15279.512400927986,95.76599017584061,32,221634.2388663653
140,swap_boxes,False,True,319556.88037913427,15621.288706879524,99.15510359936093,33,221634.2388663653
141,move_partial,False,True,772830.1506230922,18921.94691303015,97.17059575538451,31,221634.2388663653
142,swap_boxes,False,True,416715.6631621055,15255.559247723924,98.5746248817761,32,221634.2388663653
143,merge,False,True,333500.1040698961,14678.974371550034,97.37709879352342,33,221634.2388663653
144,two_opt,False,True,354319.76904162887,14569.890572653228,97.23767888355364,33,221634.2388663653
145,reorder,False,True,322760.5543880741,15499.60846655314,97.38562135702853,33,221634.2388663653
146,move_partial,False,True,303142.75097175885,14906.570190032979,97.37709879352342,33,221634.2388663653
147,insert_service,False,True,228596.4992845159,14649.149545040462,97.37709879352342,33,221634.2388663653
148,swap_boxes,False,True,1071593.3494058182,17640.06105640532,94.56846247236827,28,221634.2388663653
149,relocate_box,False,True,240529.7445358975,14704.756246285568,97.46516036750712,33,221634.2388663653
150,move_partial,False,True,269380.20869636716,14408.764016491226,97.23767888355364,33,221634.2388663653
151,remove_reinsert,False,True,316417.78382718563,14640.353769275107,97.37709879352342,33,221634.2388663653
152,change_model,True,True,149904.81914701412,13285.905340214133,95.8098924951799,33,149904.81914701412
153,swap_boxes,False,True,229617.29204515638,14731.382975980448,95.8098924951799,33,149904.81914701412
154,merge,False,True,164721.36086066192,13585.467783405553,95.8098924951799,33,149904.81914701412
155,split,False,True,358428.3474857894,14887.344161839696,98.69496131280188,34,149904.81914701412
156,merge,False,True,160289.45330510283,14065.076057227103,94.76113574969776,32,149904.81914701412
157,split,False,True,206879.25017017123,13723.760807838951,96.66515331569921,34,149904.81914701412
158,reorder,False,True,635865.783469309,18152.081570846738,98.84439232111151,31,149904.81914701412
159,swap_boxes,False,True,277824.1723369745,14840.353871377321,95.8098924951799,33,149904.81914701412
160,remove_reinsert,False,True,190974.139105797,14018.445436405284,95.8098924951799,33,149904.81914701412
161,two_opt,False,True,219130.90042038306,13711.907429348523,95.67047258521012,33,149904.81914701412
162,two_opt,False,True,1477629.1442328275,18284.212563584842,94.07396397144716,27,149904.81914701412
163,change_model,False,False,120741.51320979014,12989.18927172005,93.04173071145689,32,149904.81914701412
164,insert_service,False,True,195481.33824158693,13915.233335450948,95.8098924951799,33,149904.81914701412
165,insert_service,False,True,222016.00755211915,13443.080835479072,95.8098924951799,33,149904.81914701412
166,swap_boxes,False,True,657367.5852971819,17613.816752610634,98.83586975760639,31,149904.81914701412
167,two_opt,False,True,179265.60093057476,13894.554620258126,95.81841505868502,33,149904.81914701412
168,priority_order,False,True,190095.02462567363,13493.847542933361,95.8098924951799,33,149904.81914701412
169,change_model,False,True,572687.7939033667,15046.649174600376,97.6238509416929,33,149904.81914701412
170,two_opt,False,True,313741.6104718105,14032.548555924322,95.8098924951799,33,149904.81914701412
171,priority_order,False,True,242479.9772711011,13682.983630695711,95.8098924951799,33,149904.81914701412
172,two_opt,False,True,1081641.0601387755,18022.049779208508,94.50165918162594,28,149904.81914701412
173,split,False,True,296017.99126462534,14007.83075910504,95.8098924951799,33,149904.81914701412
174,move_partial,True,True,123800.03951869346,13707.978775135427,95.8098924951799,33,123800.03951869346
175,swap_boxes,True,True,123173.89159253087,13267.546096372467,95.8098924951799,33,123173.89159253087
176,insert_service,False,True,1443744.4983330558,18023.713469291964,94.07396397144716,27,123173.89159253087
177,relocate_box,False,True,210513.18948836523,14538.886791275268,94.44716648323416,32,123173.89159253087
178,remove_reinsert,False,True,233831.22167594582,13396.445046118444,95.67047258521012,33,123173.89159253087
179,insert_service,False,True,217317.67946653024,14027.594841567932,95.8098924951799,33,123173.89159253087
180,split,False,True,247760.70178947944,14714.281381336974,97.19834217113592,34,123173.89159253087
181,priority_order,False,True,169898.53228403977,13567.23885853762,95.8098924951799,33,123173.89159253087
182,swap_boxes,False,True,167610.46160413921,13753.607170440788,95.67047258521012,33,123173.89159253087
183,split,False,True,155244.33790991484,13450.970695373235,95.8098924951799,33,123173.89159253087
184,swap_boxes,False,True,399433.8948361123,13723.760807838951,97.43552044581702,33,123173.89159253087
185,merge,False,True,260329.26696903992,13718.90910042313,93.82202398409103,32,123173.89159253087
186,merge,False,True,229850.48636337827,13943.215549737544,95.8098924951799,33,123173.89159253087
187,reorder,False,True,902082.3944639986,18616.094720931393,97.17059575538451,31,123173.89159253087
188,move_partial,False,True,268444.3578683466,13630.185766285826,95.8098924951799,33,123173.89159253087
189,reorder,False,True,223916.65408736115,14582.823285449942,95.81841505868502,33,123173.89159253087
190,swap_boxes,False,True,227576.8636794907,14465.508064976568,95.8098924951799,33,123173.89159253087
191,split,False,True,201016.63754600246,14187.25021587928,95.8098924951799,33,123173.89159253087
192,insert_service,False,True,222140.4369277142,13699.708853175254,95.8098924951799,33,123173.89159253087
193,reorder,False,True,221277.87090448546,14603.502000642764,95.8098924951799,33,123173.89159253087
194,split,False,True,1448419.9009584277,18613.415796224497,95.32439800551008,28,123173.89159253087
195,reorder,False,True,277242.9053270693,13702.375755043293,95.81841505868502,33,123173.89159253087
196,relocate_box,False,True,226217.02275566332,13758.717492043188,95.8098924951799,33,123173.89159253087
197,swap_boxes,False,True,123235.23463141285,13075.759727533583,95.8098924951799,33,123173.89159253087
198,priority_order,False,True,217763.98236106467,13584.807350538333,95.8098924951799,33,123173.89159253087
199,two_opt,False,True,221359.10432079167,13900.031185720594,95.67047258521012,33,123173.89159253087
200,swap_boxes,False,True,129604.67936670924,13157.93867194679,95.8098924951799,33,123173.89159253087
201,insert_service,False,True,219047.39334531632,14173.128814643134,95.8098924951799,33,123173.89159253087
202,change_model,False,True,139768.6748694823,13810.200645744379,94.22292938210288,33,123173.89159253087
203,priority_order,False,True,1019802.4885032085,18460.219845964955,94.61222693842576,28,123173.89159253087
204,two_opt,False,True,189265.92297390586,14107.416211065076,95.81841505868502,33,123173.89159253087
205,move_partial,False,True,217340.81302028883,13537.881643421002,95.8098924951799,33,123173.89159253087
206,move_partial,True,True,101313.69523294995,12983.961593478036,94.22292938210288,33,101313.69523294995
207,swap_boxes,False,True,1394837.0433699926,19098.15998114825,94.07396397144716,27,101313.69523294995
208,change_model,False,True,1152446.5038746127,18305.151964308763,94.14915117116621,28,101313.69523294995
209,move_partial,False,True,1543964.896893799,18326.941396340244,95.25669310645704,28,101313.69523294995
210,relocate_box,False,True,183249.38809616395,12654.985570014558,94.22292938210288,33,101313.69523294995
211,reorder,False,True,123550.94400818784,12475.068332781033,94.231451945608,33,101313.69523294995
212,merge,False,True,124981.13383504427,12962.812128790301,94.22292938210288,33,101313.69523294995
213,split,False,True,1502080.9848336275,18989.12830184713,95.26955817107385,28,101313.69523294995
214,merge,False,True,164759.02754286054,13356.302363943469,94.22292938210288,33,101313.69523294995
215,split,False,True,166364.29976421024,13486.72895793224,97.18487369090307,34,101313.69523294995
216,swap_boxes,False,True,132941.69333311424,13298.489892655609,94.22292938210288,33,101313.69523294995
217,priority_order,False,True,165398.60506218285,13295.857732768536,94.22292938210288,33,101313.69523294995
218,remove_reinsert,False,True,115996.83709194374,12930.0997561364,94.22292938210288,33,101313.69523294995
219,split,False,True,1065047.0925364594,18458.62551516031,95.71221515821775,29,101313.69523294995
220,swap_boxes,False,True,233026.65036639993,12687.124107394562,94.22292938210288,33,101313.69523294995
221,insert_service,False,True,1513194.215960376,18710.362948668357,94.07396397144716,27,101313.69523294995
222,relocate_box,True,True,60559.56865891254,12334.593021019758,90.47850464305853,32,60559.56865891254
223,change_model,False,True,154377.983086231,12701.795632709223,90.29105604441361,32,60559.56865891254
224,merge,False,True,98441.21550417405,12228.925725096351,90.47850464305853,32,60559.56865891254
225,two_opt,False,True,122363.73804070578,11550.667208242756,90.48702720656364,32,60559.56865891254
226,reorder,False,True,1498504.5324366712,18570.241325850286,93.96004025084613,27,60559.56865891254
227,reorder,False,True,886256.333857897,18005.594335017613,98.70497241114174,31,60559.56865891254
228,split,False,True,1495139.4814976652,19561.84180474575,97.20165786683869,29,60559.56865891254
229,remove_reinsert,True,True,58260.4487528181,12101.016812612825,90.47850464305853,32,58260.4487528181
230,merge,False,True,134008.71880194277,11636.768983215163,90.47850464305853,32,58260.4487528181
231,change_model,False,True,921550.5825097272,16910.248024061722,92.63551280582644,28,58260.4487528181
232,insert_service,False,True,108465.36837804412,11229.97411769681,90.47850464305853,32,58260.4487528181
233,remove_reinsert,False,True,177878.4032750394,11482.242196300444,90.47850464305853,32,58260.4487528181
234,split,False,True,148784.8917077853,13596.965883016346,95.43412724680144,33,58260.4487528181
235,two_opt,False,True,820986.6320793102,17649.944606727564,98.84439232111151,31,58260.4487528181
236,change_model,False,True,1795072.6300547875,20180.988377118407,95.88686137330501,27,58260.4487528181
237,relocate_box,False,True,96660.17806213202,13139.708856117857,90.47850464305853,32,58260.4487528181
238,remove_reinsert,False,True,124035.06515997961,11709.026928374986,90.47850464305853,32,58260.4487528181
239,split,False,True,153545.50766555674,12382.4141926137,91.24654285941483,33,58260.4487528181
240,merge,False,True,67186.96423627263,12113.296977799244,90.47850464305853,32,58260.4487528181
241,merge,False,True,86308.33569924594,12222.742822031047,90.29105604441361,32,58260.4487528181
242,remove_reinsert,False,True,167149.30914341458,11694.145527421884,90.47850464305853,32,58260.4487528181
243,change_model,False,True,210341.2227734041,13257.808653630476,92.01532895534982,32,58260.4487528181
244,move_partial,False,True,863459.5384003551,16817.510198540804,97.07980464889809,30,58260.4487528181
245,priority_order,False,True,1586661.2898430792,18465.858818173627,93.96004025084613,27,58260.4487528181
246,move_partial,False,True,82585.987712282,12592.797070050812,90.47791047712126,32,58260.4487528181
247,two_opt,False,True,157903.04395314425,11575.986707065178,90.33908473308875,32,58260.4487528181
248,split,False,True,88872.93636911554,12287.358031398542,90.47850464305853,32,58260.4487528181
249,swap_boxes,False,False,187599.40566288878,12701.795632709223,92.38037294530217,32,58260.4487528181
250,two_opt,False,True,149756.93728571606,12053.195641018885,90.48702720656364,32,58260.4487528181
251,split,False,True,89186.16472808289,11709.026928374986,91.24654285941483,33,58260.4487528181
252,merge,False,True,141367.93161901145,11806.272407201886,90.47850464305853,32,58260.4487528181
253,swap_boxes,False,True,848285.3665063204,18403.216557403925,97.48155985195562,31,58260.4487528181
254,priority_order,False,True,678194.9911207876,17370.829158093264,98.84439232111151,31,58260.4487528181
255,split,False,True,918774.5456950819,17867.578288399876,98.84439232111151,31,58260.4487528181
256,move_partial,False,True,148459.44422176082,12555.22327270051,90.47850464305853,32,58260.4487528181
257,move_partial,False,True,113461.29958988907,12554.083886084754,90.47850464305853,32,58260.4487528181
258,swap_boxes,False,True,873165.8501605272,17550.892549913035,99.05698007869462,31,58260.4487528181
259,two_opt,False,True,149195.4330653743,12687.124107394562,90.48702720656364,32,58260.4487528181
260,swap_boxes,False,True,94894.27934816535,12420.398252708348,90.47850464305853,32,58260.4487528181
261,move_partial,False,True,88226.34280494254,12701.795632709223,90.47791047712126,32,58260.4487528181
262,move_partial,False,True,72113.67830136865,12449.180970479722,90.47850464305853,32,58260.4487528181
263,insert_service,False,True,205820.83578430276,11364.92697582707,87.49106073045337,31,58260.4487528181
264,insert_service,False,True,140162.6866216937,12762.47783301603,90.70461752919438,32,58260.4487528181
265,relocate_box,False,True,150396.0358668658,11287.966655889742,88.836892462334,31,58260.4487528181
266,move_partial,False,True,115528.70342270701,13086.592853371578,94.09030086524947,32,58260.4487528181
267,swap_boxes,False,True,1648386.910881492,17904.153020493017,95.32860132546976,27,58260.4487528181
268,priority_order,False,True,68307.30822204937,12858.311476116984,90.47850464305853,32,58260.4487528181
269,insert_service,False,True,106639.61441622458,11482.242196300444,90.47850464305853,32,58260.4487528181
270,swap_boxes,False,True,275808.8158290574,12072.470232738047,90.48529695553191,32,58260.4487528181
271,reorder,False,True,1581810.822083018,18949.630090801496,95.32860132546976,27,58260.4487528181
272,change_model,False,True,133667.27521598918,12568.755411399416,90.47850464305853,32,58260.4487528181
273,relocate_box,False,True,163430.24187620994,11651.254521592664,91.66368798258002,32,58260.4487528181
274,merge,False,True,303098.876471192,14086.966147379972,91.51067608820259,31,58260.4487528181
275,split,False,True,175476.2021357046,12953.60165694509,92.2555409036207,33,58260.4487528181
276,swap_boxes,False,True,100918.38009030155,11658.845963980766,90.47850464305853,32,58260.4487528181
277,priority_order,False,True,141916.20874434523,12858.311476116984,90.47850464305853,32,58260.4487528181
278,priority_order,False,True,157903.04395314425,12053.195641018885,90.47850464305853,32,58260.4487528181
279,split,False,True,204193.30635782145,12596.480843788733,91.83284046791202,33,58260.4487528181
280,remove_reinsert,False,True,125953.78202875308,12355.783043340854,90.48702720656364,32,58260.4487528181
281,move_partial,False,True,84124.77181893907,12334.593021019758,91.96839413600226,32,58260.4487528181
282,change_model,False,True,102139.96900585224,12420.398252708348,91.24654285941483,33,58260.4487528181
283,two_opt,False,True,96949.29505240983,12451.440190926041,90.48702720656364,32,58260.4487528181
284,priority_order,False,True,140943.32995091044,12105.427601557672,90.47850464305853,32,58260.4487528181
285,relocate_box,False,True,145826.01553683018,12490.4358032031,92.61228865143656,32,58260.4487528181
286,remove_reinsert,False,True,66866.96678310902,12316.140749169916,90.33908473308875,32,58260.4487528181
287,two_opt,False,True,186048.58603315218,11988.58043165139,90.48702720656364,32,58260.4487528181
288,relocate_box,False,True,87241.38802088337,12394.04883603927,92.31414858115338,33,58260.4487528181
289,two_opt,False,True,114743.21168824381,12666.838948504987,90.67595328031831,32,58260.4487528181
290,priority_order,False,True,87194.76677962272,12228.925725096351,90.47850464305853,32,58260.4487528181
291,two_opt,False,True,115595.42487162593,12095.885503786545,90.67595328031831,32,58260.4487528181
292,merge,False,True,166617.19231303665,12420.398252708348,90.47850464305853,32,58260.4487528181
293,remove_reinsert,False,True,151926.09847436086,11732.129587516532,90.67595328031831,32,58260.4487528181
294,swap_boxes,False,True,155811.71338093132,12877.185073415332,91.8700523418778,32,58260.4487528181
295,relocate_box,False,True,129249.24567539143,11667.514378149039,90.47850464305853,32,58260.4487528181
296,reorder,False,True,60652.47070151868,11983.701592139452,90.48702720656364,32,58260.4487528181
297,change_model,False,True,100911.8525767672,11407.61683859473,91.47645885114062,33,58260.4487528181
298,merge,False,True,88926.0601146129,12244.185630610522,90.47850464305853,32,58260.4487528181
299,insert_service,False,True,97912.37679894069,12334.593021019758,90.47850464305853,32,58260.4487528181
300,priority_order,False,True,69800.21841154409,12008.416645915007,90.48702720656364,32,58260.4487528181
301,relocate_box,False,True,97380.17806213202,13139.708856117857,93.05625294659107,32,58260.4487528181
302,split,False,True,117036.10574401512,12287.358031398542,91.24654285941483,33,58260.4487528181
303,reorder,False,True,142105.62384352263,12515.454413923506,91.10712294944506,33,58260.4487528181
304,merge,False,True,135362.15955824373,12200.999680915867,90.47850464305853,32,58260.4487528181
305,reorder,False,True,138463.51759537752,11768.569742066038,90.47850464305853,32,58260.4487528181
306,two_opt,False,True,125071.91073494646,11540.657059904535,90.67595328031831,32,58260.4487528181
307,priority_order,False,True,116753.58197053471,11471.521586682931,87.49106073045337,31,58260.4487528181
308,move_partial,False,True,225149.76784924188,12170.042810925168,91.159323638005,32,58260.4487528181
